event-id,visible,timestamp,location-long,location-lat,comments,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
12767372,TRUE,2000/11/22 1:01,16.575331,2.655152,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767373,TRUE,2000/11/22 2:02,16.577847,2.653363,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767374,TRUE,2000/11/22 3:01,16.580303,2.648374,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767375,TRUE,2000/11/22 4:01,16.585473,2.647187,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767376,TRUE,2000/11/22 5:02,16.587298,2.648047,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767377,TRUE,2000/11/22 6:01,16.591679,2.653448,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767378,TRUE,2000/11/22 8:03,16.602461,2.655253,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767379,TRUE,2000/11/22 10:02,16.596927,2.671002,25,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767380,TRUE,2000/11/22 11:01,16.596486,2.670843,26,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767381,TRUE,2000/11/22 13:02,16.598132,2.674657,26,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767382,TRUE,2000/11/22 14:02,16.596,2.676045,26.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767383,TRUE,2000/11/22 16:02,16.590495,2.689329,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767384,TRUE,2000/11/22 17:01,16.584234,2.697077,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767385,TRUE,2000/11/22 19:02,16.57269,2.695221,25,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767386,TRUE,2000/11/22 20:01,16.570297,2.694368,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767387,TRUE,2000/11/23 0:01,16.567671,2.689047,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767388,TRUE,2000/11/23 1:01,16.568131,2.679393,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767389,TRUE,2000/11/23 3:02,16.572175,2.660247,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767390,TRUE,2000/11/23 4:01,16.573661,2.657184,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767391,TRUE,2000/11/23 5:01,16.573419,2.657161,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767392,TRUE,2000/11/23 6:01,16.571814,2.660125,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767393,TRUE,2000/11/23 7:02,16.573411,2.670209,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767394,TRUE,2000/11/23 8:02,16.570939,2.67513,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767395,TRUE,2000/11/23 9:01,16.567665,2.679426,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767396,TRUE,2000/11/23 10:02,16.568714,2.679675,25,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767397,TRUE,2000/11/23 11:02,16.569075,2.680146,26,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767398,TRUE,2000/11/23 13:01,16.572419,2.681764,26,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767399,TRUE,2000/11/23 14:02,16.571276,2.679028,26.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767400,TRUE,2000/11/23 16:02,16.571619,2.664322,26,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767401,TRUE,2000/11/23 18:01,16.573633,2.657402,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767402,TRUE,2000/11/23 19:01,16.575821,2.655509,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767403,TRUE,2000/11/23 20:01,16.576036,2.654998,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767404,TRUE,2000/11/23 21:01,16.573571,2.657262,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767405,TRUE,2000/11/23 22:01,16.573861,2.656584,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767406,TRUE,2000/11/23 23:01,16.577896,2.653376,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767407,TRUE,2000/11/24 0:01,16.580367,2.648554,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767408,TRUE,2000/11/24 1:02,16.579249,2.648311,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767409,TRUE,2000/11/24 3:03,16.579126,2.649641,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767410,TRUE,2000/11/24 4:02,16.575518,2.653044,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767411,TRUE,2000/11/24 5:01,16.573491,2.65716,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767412,TRUE,2000/11/24 6:01,16.573426,2.657209,21.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767413,TRUE,2000/11/24 7:02,16.572571,2.665447,21,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767414,TRUE,2000/11/24 8:02,16.571131,2.672596,21.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767415,TRUE,2000/11/24 9:01,16.570737,2.673613,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767416,TRUE,2000/11/24 15:02,16.563306,2.676666,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767417,TRUE,2000/11/24 16:02,16.562851,2.676498,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767418,TRUE,2000/11/24 18:02,16.563251,2.674138,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767419,TRUE,2000/11/24 20:01,16.573528,2.657221,21,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767420,TRUE,2000/11/24 21:01,16.573499,2.657242,21,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767421,TRUE,2000/11/24 22:02,16.575561,2.655149,21,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767422,TRUE,2000/11/24 23:01,16.5779,2.653919,21,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767423,TRUE,2000/11/25 0:02,16.578014,2.653342,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767424,TRUE,2000/11/25 1:02,16.577874,2.654774,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767425,TRUE,2000/11/25 2:01,16.573481,2.657174,20,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767426,TRUE,2000/11/25 3:01,16.573216,2.65666,20,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767427,TRUE,2000/11/25 5:02,16.568369,2.658396,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767428,TRUE,2000/11/25 6:02,16.563521,2.658183,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767429,TRUE,2000/11/25 7:02,16.560004,2.658392,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767430,TRUE,2000/11/25 8:02,16.556932,2.657848,21.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767431,TRUE,2000/11/25 9:02,16.554846,2.658828,21.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767432,TRUE,2000/11/25 10:03,16.554637,2.659276,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767433,TRUE,2000/11/25 11:01,16.554712,2.659297,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767434,TRUE,2000/11/25 12:01,16.555571,2.660285,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767435,TRUE,2000/11/25 13:02,16.555449,2.659918,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767436,TRUE,2000/11/25 15:01,16.558991,2.655025,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767437,TRUE,2000/11/25 16:01,16.561402,2.65591,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767438,TRUE,2000/11/25 18:02,16.570613,2.656431,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767439,TRUE,2000/11/25 19:01,16.572051,2.656232,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767440,TRUE,2000/11/25 20:01,16.573599,2.657231,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767441,TRUE,2000/11/25 21:01,16.577619,2.652408,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767442,TRUE,2000/11/25 22:01,16.584883,2.642382,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767443,TRUE,2000/11/26 0:02,16.604374,2.634623,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767444,TRUE,2000/11/26 1:02,16.606935,2.631106,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767445,TRUE,2000/11/26 2:02,16.611067,2.626626,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767446,TRUE,2000/11/26 4:01,16.6192,2.621135,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767447,TRUE,2000/11/26 5:03,16.624374,2.619789,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767448,TRUE,2000/11/26 6:02,16.628833,2.621354,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767449,TRUE,2000/11/26 9:02,16.642011,2.621892,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767450,TRUE,2000/11/26 10:02,16.641525,2.622175,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767451,TRUE,2000/11/26 12:02,16.647139,2.617559,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767452,TRUE,2000/11/26 13:02,16.648318,2.615689,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767453,TRUE,2000/11/26 14:01,16.650702,2.610666,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767454,TRUE,2000/11/26 15:02,16.651769,2.603198,25,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767455,TRUE,2000/11/26 16:02,16.658403,2.595721,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767456,TRUE,2000/11/26 18:02,16.661691,2.587588,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767457,TRUE,2000/11/26 19:02,16.662853,2.585988,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767458,TRUE,2000/11/26 20:02,16.663834,2.583698,25,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767459,TRUE,2000/11/26 21:01,16.664518,2.578919,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767460,TRUE,2000/11/26 22:01,16.664294,2.578605,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767461,TRUE,2000/11/26 23:02,16.664371,2.578452,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767462,TRUE,2000/11/27 0:01,16.664258,2.578431,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767463,TRUE,2000/11/27 2:02,16.664535,2.578417,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767464,TRUE,2000/11/27 3:02,16.663626,2.578521,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767465,TRUE,2000/11/27 4:01,16.66114,2.579809,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767466,TRUE,2000/11/27 5:02,16.658924,2.580798,21.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767467,TRUE,2000/11/27 6:01,16.658243,2.580558,21,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767468,TRUE,2000/11/27 7:03,16.651091,2.581729,21,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767469,TRUE,2000/11/27 8:01,16.64661,2.580735,21.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767470,TRUE,2000/11/27 9:01,16.639382,2.579403,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767471,TRUE,2000/11/27 10:01,16.637491,2.579064,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767472,TRUE,2000/11/27 12:02,16.637265,2.574805,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767473,TRUE,2000/11/27 13:01,16.637234,2.574623,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767474,TRUE,2000/11/27 14:01,16.637211,2.570444,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767475,TRUE,2000/11/27 15:02,16.637532,2.570497,26,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767476,TRUE,2000/11/27 16:02,16.638851,2.570056,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767477,TRUE,2000/11/27 17:02,16.641224,2.570017,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767478,TRUE,2000/11/27 19:02,16.641768,2.569283,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767479,TRUE,2000/11/27 20:01,16.641709,2.569223,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767480,TRUE,2000/11/27 21:01,16.643224,2.567924,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767481,TRUE,2000/11/27 22:01,16.646237,2.568303,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767482,TRUE,2000/11/27 23:02,16.649415,2.569829,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767483,TRUE,2000/11/28 0:02,16.652577,2.568978,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767484,TRUE,2000/11/28 1:01,16.655502,2.569388,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767485,TRUE,2000/11/28 3:03,16.655348,2.569457,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767486,TRUE,2000/11/28 5:02,16.655547,2.569909,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767487,TRUE,2000/11/28 6:01,16.654692,2.571262,21.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767488,TRUE,2000/11/28 7:01,16.653538,2.571372,21.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767489,TRUE,2000/11/28 9:01,16.651164,2.5752,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767490,TRUE,2000/11/28 10:01,16.64804,2.574648,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767491,TRUE,2000/11/28 11:02,16.647606,2.5704,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767492,TRUE,2000/11/28 12:01,16.647236,2.570417,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767493,TRUE,2000/11/28 13:02,16.645245,2.573901,26,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767494,TRUE,2000/11/28 16:02,16.646369,2.583534,26.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767495,TRUE,2000/11/28 17:01,16.644661,2.58409,26.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767496,TRUE,2000/11/28 18:02,16.644278,2.58752,26,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767497,TRUE,2000/11/28 19:02,16.643709,2.587638,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767498,TRUE,2000/11/28 20:01,16.643545,2.588078,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767499,TRUE,2000/11/28 21:02,16.64267,2.589426,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767500,TRUE,2000/11/28 22:02,16.642956,2.589601,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767501,TRUE,2000/11/28 23:01,16.643759,2.590232,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767502,TRUE,2000/11/29 0:01,16.645568,2.590031,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767503,TRUE,2000/11/29 1:01,16.647625,2.591306,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767504,TRUE,2000/11/29 5:02,16.646932,2.594201,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767505,TRUE,2000/11/29 6:01,16.646816,2.595319,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767506,TRUE,2000/11/29 7:01,16.645423,2.596849,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767507,TRUE,2000/11/29 8:01,16.648867,2.592815,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767508,TRUE,2000/11/29 9:02,16.652389,2.592272,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767509,TRUE,2000/11/29 10:02,16.657264,2.59179,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767510,TRUE,2000/11/29 11:02,16.659379,2.590578,25,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767511,TRUE,2000/11/29 13:01,16.654541,2.586161,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767512,TRUE,2000/11/29 15:02,16.664549,2.579776,26,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767513,TRUE,2000/11/29 16:02,16.665537,2.578828,26,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767514,TRUE,2000/11/29 17:02,16.666069,2.574063,26,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767515,TRUE,2000/11/29 18:01,16.669338,2.572327,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767516,TRUE,2000/11/29 19:01,16.670344,2.570048,25,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767517,TRUE,2000/11/29 20:02,16.672071,2.568106,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767518,TRUE,2000/11/29 21:01,16.672986,2.565759,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767519,TRUE,2000/11/29 22:02,16.673276,2.564292,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767520,TRUE,2000/11/29 23:02,16.672439,2.561766,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767521,TRUE,2000/11/30 0:02,16.673801,2.561696,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767522,TRUE,2000/11/30 1:01,16.677331,2.561135,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767523,TRUE,2000/11/30 2:02,16.678007,2.561447,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767524,TRUE,2000/11/30 4:01,16.678265,2.561786,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767525,TRUE,2000/11/30 6:02,16.678652,2.561519,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767526,TRUE,2000/11/30 7:01,16.678546,2.561409,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767527,TRUE,2000/11/30 8:01,16.678751,2.561265,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767528,TRUE,2000/11/30 9:01,16.680782,2.562278,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767529,TRUE,2000/11/30 10:02,16.68163,2.556569,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767530,TRUE,2000/11/30 16:02,16.678281,2.538263,26,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767531,TRUE,2000/11/30 17:02,16.676067,2.537769,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767532,TRUE,2000/11/30 18:02,16.674343,2.538046,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767533,TRUE,2000/11/30 19:02,16.67366,2.537858,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767534,TRUE,2000/11/30 20:01,16.673532,2.537773,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767535,TRUE,2000/11/30 21:01,16.675358,2.533059,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767536,TRUE,2000/11/30 22:02,16.672786,2.534278,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767537,TRUE,2000/12/1 0:02,16.668682,2.536955,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767538,TRUE,2000/12/1 1:02,16.668464,2.537311,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767539,TRUE,2000/12/1 2:02,16.667869,2.538869,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767540,TRUE,2000/12/1 4:01,16.668484,2.540538,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767541,TRUE,2000/12/1 5:01,16.667887,2.541364,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767542,TRUE,2000/12/1 6:02,16.666385,2.544821,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767543,TRUE,2000/12/1 7:01,16.665544,2.546375,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767544,TRUE,2000/12/1 8:02,16.664318,2.547181,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767545,TRUE,2000/12/1 10:02,16.665488,2.550506,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767546,TRUE,2000/12/1 11:01,16.664769,2.550763,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767547,TRUE,2000/12/1 19:02,16.655535,2.567675,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767548,TRUE,2000/12/1 20:01,16.655039,2.568757,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767549,TRUE,2000/12/1 21:01,16.654003,2.570891,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767550,TRUE,2000/12/1 22:01,16.654004,2.571319,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767551,TRUE,2000/12/1 23:02,16.652969,2.570999,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767552,TRUE,2000/12/2 0:02,16.650803,2.568941,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767553,TRUE,2000/12/2 1:01,16.647943,2.570026,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
