event-id,visible,timestamp,location-long,location-lat,comments,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
12767554,TRUE,2000/12/2 2:02,16.646596,2.571664,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767555,TRUE,2000/12/2 6:02,16.645779,2.572114,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767556,TRUE,2000/12/2 7:02,16.641784,2.569126,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767557,TRUE,2000/12/2 8:02,16.641338,2.569299,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767558,TRUE,2000/12/2 9:01,16.640548,2.567145,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767559,TRUE,2000/12/2 10:03,16.637655,2.570421,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767560,TRUE,2000/12/2 12:02,16.636974,2.571346,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767561,TRUE,2000/12/2 15:01,16.636282,2.577186,25,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767562,TRUE,2000/12/2 18:02,16.633415,2.586202,25,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767563,TRUE,2000/12/2 21:02,16.625372,2.604349,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767564,TRUE,2000/12/3 0:03,16.601813,2.641371,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767565,TRUE,2000/12/3 3:01,16.573414,2.657214,21.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767566,TRUE,2000/12/3 6:02,16.557816,2.654588,21,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767567,TRUE,2000/12/3 9:03,16.555716,2.660166,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767568,TRUE,2000/12/3 12:02,16.557546,2.658797,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767569,TRUE,2000/12/3 18:01,16.573546,2.657202,25,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767570,TRUE,2000/12/3 21:01,16.573588,2.65717,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767571,TRUE,2000/12/4 0:01,16.573556,2.657197,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767572,TRUE,2000/12/4 3:02,16.56948,2.676091,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767573,TRUE,2000/12/4 6:03,16.563658,2.684688,21.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767574,TRUE,2000/12/4 9:02,16.567824,2.697977,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767575,TRUE,2000/12/4 18:01,16.573533,2.65721,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767576,TRUE,2000/12/4 21:01,16.571246,2.659341,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767577,TRUE,2000/12/5 3:03,16.549088,2.657371,20,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767578,TRUE,2000/12/5 6:02,16.546352,2.657544,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767579,TRUE,2000/12/5 12:02,16.542311,2.666157,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767580,TRUE,2000/12/5 15:02,16.552691,2.662447,25,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767581,TRUE,2000/12/5 18:01,16.573408,2.657127,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767582,TRUE,2000/12/5 21:02,16.575682,2.655401,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767583,TRUE,2000/12/6 0:01,16.573534,2.65719,21.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767584,TRUE,2000/12/6 3:02,16.589337,2.658059,21,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767585,TRUE,2000/12/6 9:01,16.605159,2.656312,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767586,TRUE,2000/12/6 15:02,16.610009,2.651489,25,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767587,TRUE,2000/12/6 18:02,16.617293,2.650385,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767588,TRUE,2000/12/7 0:03,16.622239,2.64937,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767589,TRUE,2000/12/7 6:02,16.623274,2.649409,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767590,TRUE,2000/12/7 9:02,16.623155,2.648312,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767591,TRUE,2000/12/7 12:02,16.620979,2.639325,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767592,TRUE,2000/12/7 15:03,16.622377,2.641115,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767593,TRUE,2000/12/7 18:02,16.633471,2.647914,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767594,TRUE,2000/12/8 0:01,16.66189,2.636439,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767595,TRUE,2000/12/8 3:03,16.663031,2.635553,20,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767596,TRUE,2000/12/8 6:02,16.66223,2.635722,20,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767597,TRUE,2000/12/8 9:02,16.668453,2.631583,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767598,TRUE,2000/12/8 15:02,16.673564,2.622433,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767599,TRUE,2000/12/8 18:02,16.672188,2.624489,25,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767600,TRUE,2000/12/8 21:01,16.665092,2.624142,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767601,TRUE,2000/12/9 0:01,16.662609,2.623196,21.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767602,TRUE,2000/12/9 6:02,16.66286,2.619696,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767603,TRUE,2000/12/9 12:02,16.646808,2.613328,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767604,TRUE,2000/12/9 15:01,16.643828,2.614609,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767605,TRUE,2000/12/9 21:02,16.62941,2.627596,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767606,TRUE,2000/12/10 0:02,16.628676,2.628206,21,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767607,TRUE,2000/12/10 6:02,16.627226,2.62988,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767608,TRUE,2000/12/10 9:01,16.623745,2.632986,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767609,TRUE,2000/12/10 15:03,16.616907,2.642283,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767610,TRUE,2000/12/10 18:02,16.601052,2.641893,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767611,TRUE,2000/12/10 21:01,16.573481,2.657184,21,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767612,TRUE,2000/12/11 0:02,16.557574,2.651783,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767613,TRUE,2000/12/11 3:01,16.546059,2.651115,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767614,TRUE,2000/12/11 6:02,16.544563,2.65132,20,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767615,TRUE,2000/12/11 9:02,16.545726,2.647499,21,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767616,TRUE,2000/12/11 12:02,16.545697,2.65223,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767617,TRUE,2000/12/11 15:02,16.555921,2.659661,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767618,TRUE,2000/12/11 18:01,16.573547,2.657187,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767619,TRUE,2000/12/11 21:01,16.577326,2.652696,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767620,TRUE,2000/12/12 0:02,16.578876,2.648058,19.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767621,TRUE,2000/12/12 3:01,16.571696,2.657225,18.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767622,TRUE,2000/12/12 6:02,16.553459,2.662371,18.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767623,TRUE,2000/12/12 9:02,16.551804,2.660005,20,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767624,TRUE,2000/12/12 15:01,16.558214,2.652993,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767625,TRUE,2000/12/12 18:01,16.573479,2.657174,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767626,TRUE,2000/12/12 21:01,16.568104,2.657638,21.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767627,TRUE,2000/12/13 0:01,16.573534,2.657153,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767628,TRUE,2000/12/13 3:02,16.577305,2.642581,19.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767629,TRUE,2000/12/13 6:02,16.577502,2.640756,19,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767630,TRUE,2000/12/13 9:02,16.579876,2.636388,21.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767631,TRUE,2000/12/13 15:02,16.585512,2.639738,26,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767632,TRUE,2000/12/13 18:01,16.573509,2.657159,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767633,TRUE,2000/12/13 21:01,16.578061,2.654588,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767634,TRUE,2000/12/14 0:01,16.56132,2.655956,20,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767635,TRUE,2000/12/14 3:01,16.547865,2.658002,19.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767636,TRUE,2000/12/14 6:01,16.545747,2.657508,19,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767637,TRUE,2000/12/14 9:03,16.53095,2.661411,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767638,TRUE,2000/12/14 15:02,16.535308,2.665654,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767639,TRUE,2000/12/14 21:02,16.539351,2.674407,21.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767640,TRUE,2000/12/15 0:02,16.553226,2.673529,19,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767641,TRUE,2000/12/15 3:01,16.573454,2.657189,17,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767642,TRUE,2000/12/15 6:01,16.565953,2.649404,16.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767643,TRUE,2000/12/15 12:02,16.550776,2.642489,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767644,TRUE,2000/12/15 15:02,16.550244,2.652801,25,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767645,TRUE,2000/12/15 18:02,16.57212,2.655022,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767646,TRUE,2000/12/15 21:02,16.57137,2.659007,20,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767647,TRUE,2000/12/16 0:01,16.573504,2.657199,19.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767648,TRUE,2000/12/16 3:02,16.550406,2.657423,18.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767649,TRUE,2000/12/16 6:02,16.530192,2.657153,18,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767650,TRUE,2000/12/16 9:01,16.528011,2.658581,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767651,TRUE,2000/12/16 12:02,16.531513,2.662416,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767652,TRUE,2000/12/16 18:02,16.531446,2.669253,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767653,TRUE,2000/12/16 21:01,16.529901,2.668851,21,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767654,TRUE,2000/12/17 3:02,16.530022,2.66952,20,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767655,TRUE,2000/12/17 6:02,16.525714,2.667812,17,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767656,TRUE,2000/12/17 9:03,16.518011,2.667189,19,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767657,TRUE,2000/12/17 18:02,16.57367,2.656373,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767658,TRUE,2000/12/17 21:01,16.573543,2.657181,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767659,TRUE,2000/12/18 0:03,16.575291,2.668383,20,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767660,TRUE,2000/12/18 3:02,16.574778,2.665698,20,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767661,TRUE,2000/12/18 15:02,16.558418,2.644628,27,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767662,TRUE,2000/12/18 18:01,16.573521,2.657186,26,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767663,TRUE,2000/12/18 21:01,16.567723,2.661416,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767664,TRUE,2000/12/19 0:02,16.572745,2.658158,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767665,TRUE,2000/12/19 3:02,16.557884,2.668876,21.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767666,TRUE,2000/12/19 6:02,16.541322,2.676568,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767667,TRUE,2000/12/19 9:02,16.538238,2.673444,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767668,TRUE,2000/12/19 12:02,16.535924,2.671263,25,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767669,TRUE,2000/12/19 15:02,16.534275,2.668132,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767670,TRUE,2000/12/19 18:02,16.537275,2.664986,25,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767671,TRUE,2000/12/19 21:01,16.539059,2.665983,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767672,TRUE,2000/12/20 3:01,16.573414,2.657213,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767673,TRUE,2000/12/20 6:02,16.589516,2.668005,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767674,TRUE,2000/12/20 9:02,16.599866,2.671276,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767675,TRUE,2000/12/20 12:02,16.600942,2.673371,25,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767676,TRUE,2000/12/20 18:02,16.577157,2.657534,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767677,TRUE,2000/12/20 21:02,16.570505,2.66043,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767678,TRUE,2000/12/21 0:02,16.567463,2.662077,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767679,TRUE,2000/12/21 3:02,16.568991,2.656892,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767680,TRUE,2000/12/21 12:02,16.536506,2.651501,25,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767681,TRUE,2000/12/21 18:01,16.546427,2.657229,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767682,TRUE,2000/12/21 21:01,16.573404,2.657159,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767683,TRUE,2000/12/22 0:02,16.582279,2.650208,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767684,TRUE,2000/12/22 3:01,16.573557,2.657171,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767685,TRUE,2000/12/22 6:02,16.577822,2.668229,19.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767686,TRUE,2000/12/22 18:02,16.57982,2.663718,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767687,TRUE,2000/12/22 21:02,16.569472,2.656604,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767688,TRUE,2000/12/23 0:02,16.559751,2.656974,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767689,TRUE,2000/12/23 3:02,16.554876,2.658857,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767690,TRUE,2000/12/23 6:02,16.550071,2.656332,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767691,TRUE,2000/12/23 15:02,16.536811,2.66686,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767692,TRUE,2000/12/23 21:02,16.535554,2.673624,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767693,TRUE,2000/12/24 3:03,16.535501,2.673434,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767694,TRUE,2000/12/24 6:03,16.528421,2.674226,20,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767695,TRUE,2000/12/24 12:02,16.518961,2.667908,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767696,TRUE,2000/12/24 15:02,16.521348,2.666155,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767697,TRUE,2000/12/24 18:02,16.549076,2.658037,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767698,TRUE,2000/12/24 21:01,16.573187,2.657276,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767699,TRUE,2000/12/25 0:01,16.567202,2.661066,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767700,TRUE,2000/12/25 3:01,16.573544,2.657209,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767701,TRUE,2000/12/25 6:02,16.563063,2.68011,20,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767702,TRUE,2000/12/25 18:01,16.573542,2.657157,24,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767703,TRUE,2000/12/25 21:02,16.564516,2.660704,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767704,TRUE,2000/12/26 0:02,16.563229,2.660122,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767705,TRUE,2000/12/26 3:01,16.573509,2.657172,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767706,TRUE,2000/12/26 18:03,16.586531,2.670113,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767707,TRUE,2000/12/26 21:02,16.577269,2.658291,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767708,TRUE,2000/12/27 0:01,16.573479,2.657233,21.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767709,TRUE,2000/12/27 3:01,16.563205,2.664397,21.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767710,TRUE,2000/12/27 6:02,16.562704,2.66495,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767711,TRUE,2000/12/27 21:01,16.584688,2.647676,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767712,TRUE,2000/12/28 0:01,16.602046,2.640372,22.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767713,TRUE,2000/12/28 3:01,16.601545,2.639814,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767714,TRUE,2000/12/28 9:02,16.603707,2.631206,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767715,TRUE,2000/12/28 12:02,16.605752,2.630057,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767716,TRUE,2000/12/28 21:01,16.573486,2.657211,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767717,TRUE,2000/12/29 0:03,16.580113,2.671257,20,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767718,TRUE,2000/12/29 3:03,16.584483,2.680128,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767719,TRUE,2000/12/29 6:03,16.585469,2.680049,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767720,TRUE,2000/12/29 9:03,16.591486,2.681269,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767721,TRUE,2000/12/29 18:02,16.572878,2.654998,23.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767722,TRUE,2000/12/29 21:01,16.573493,2.657239,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767723,TRUE,2000/12/30 0:02,16.602363,2.641596,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767724,TRUE,2000/12/30 3:02,16.606576,2.636821,21,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767725,TRUE,2000/12/30 6:02,16.60713,2.634457,21,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767726,TRUE,2000/12/30 9:03,16.619095,2.627876,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767727,TRUE,2000/12/30 15:02,16.627339,2.6301,25,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767728,TRUE,2000/12/30 18:02,16.628498,2.628593,24.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767729,TRUE,2000/12/30 21:02,16.628984,2.628279,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767730,TRUE,2000/12/31 0:01,16.628952,2.628342,21.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767731,TRUE,2000/12/31 3:02,16.628004,2.628794,21.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767732,TRUE,2000/12/31 6:01,16.628114,2.628864,20.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767733,TRUE,2000/12/31 9:03,16.629218,2.620232,22,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767734,TRUE,2000/12/31 12:02,16.626473,2.622313,25.5,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767735,TRUE,2000/12/31 18:02,16.613337,2.641256,25,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
12767736,TRUE,2000/12/31 21:01,16.573503,2.657235,23,gps,Loxodonta africana,#1819147,99,Forest Elephant Telemetry Programme
